meeting_file,meeting_title,meeting_date,councillor,status
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Fionntain O'Suilleabhain,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Gary Laffan,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,George Lawlor,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Jackser Owens,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Jim Codd,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Jim Moore,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,John Fleming,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,John Hegarty,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,John O'Rourke,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Kathleen Codd-Nolan,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Leonard Kelly,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Lisa Mcdonald,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Mary Farrell,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Maura Bell,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Michael Sheehan,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Michael Whelan,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Oliver Walsh,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Pat Barden,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Pip Breen,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Tom Forde,present
County-Council-Meeting-27.07.20-Minutes,County Council Meeting 27.07.2020 Minutes,2020-01-01,Willie Kavanagh,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Anthony Dempsey,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Carthy Byrne,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Codd-Nolan Ger,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Connick Kathleen,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Donohoe Tony,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Doyle Anthony,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Farrell Doyle,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Fleming Fitzharris,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Hap Hap,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Hegarty Forde,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Ireton Hynes,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Jim O'Rourke,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Joe Frank,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,John Tom,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,John Willie,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Kavanagh Kavanagh,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Keith Lawlor,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Larry Johnny,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Malcolm Pip,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Martin Barbara-Anne,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Mary Marie,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Mcdonald George,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Michael Mick,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Moore Lisa,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Murphy Murphy,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,O'Brien Mythen,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,O'Suilleabhain John,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Of Business,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Oliver Anthony,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Robert David,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Roche Fionntain,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Staples Sheehan,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,The Concluded,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Walsh Sullivan,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Whelan Walsh,present
County-Council-Meeting-8-April-19-Minutes,County Council minutes 8 April 2019,2019-04-08,Willie Paddy,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Aidan Browne,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Andrew Bolger,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Anthony Conncik,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Anthony Donohoe,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Cathal Byrne,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Codd Carthy,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Diarmuid Devereux,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Donal Kenny,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Fionntain O'Suilleabhain,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Gary Laffan,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,George Lawlor,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Jim Ger,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Jim Moore,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Joe Sullivan,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,John Fleming,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,John Hegarty,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,John O'Rourke,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Kathleen Codd-Nolan,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Leonard Kelly,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Maura Bell,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Michael Sheehan,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Michael Whelan,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Oliver Walsh,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Pat Barden,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Pip Breen,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Tom Forde,present
County-Council-Meeting-8.11.21-2.30pm-Minutes,County Council Meeting Minutes 8th November 2021 (2.30pm),2021-11-08,Willie Kavanagh,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Aidan Browne,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Andrew Bolger,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Anthony Conncik,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Bridin Murphy,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Cathal Byrne,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Donal Kenny,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Fionntain O'Suilleabhain,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Gary Laffan,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Jim Codd,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Jim Moore,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Joe Sullivan,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,John Fleming,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,John Hegarty,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Kathleen Codd-Nolan,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Leonard Kelly,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Maura Bell,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Michael Sheehan,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Michael Whelan,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Oliver Walsh,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Pat Barden,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Pip Breen,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Tom Forde,present
County-Council-Meeting-8.11.21-4.30PM-Minutes,County Council Meeting Minutes 8th November 2021 (4.30pm),2021-11-08,Willie Kavanagh,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Anthony Connick,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Anthony Donohoe,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Bell Barden,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Breen John,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Brid Murphy,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Byrne Jackser,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Codd Carthy,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Diarmuid Devereux,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Donal Kenny,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Fionnt In,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Fleming Andrew,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Gary Laffan,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Hegarty Aidan,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Hynes Cathal,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Jim Ger,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Jim Moore,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Kathleen Codd-Nolan,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Kelly Staples,present
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Mary Farrell,present
